标签,邮件
1,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mhl/tqzDQ
1,【龙星行奔驰4S店】五一白云车展，全新A级轿车揭开神秘面纱，购车享5+1重豪礼，更有特价车限量供应，优惠高达40万元，询4001818828
1,【小升初/择校冲刺】北小/实小等名师授课，专题精讲精练扎实基础快速提分。2012名校优录率达85！询68891003【成长】
1,本周六日澳大利亚房产展在国贸三期北京国贸大酒店6楼举行，首付20万毗邻顶级名校，澳洲房产移民留学一站式服务4001826388【澳信集团】
1,江浙半光切片维稳观望，早盘零星报涨，现主流报稳9600－9800现款，商谈预计在9600－9700现款之间【中纤】
1,*_*沃视界推荐：台湾爆红搞笑大片《老板的口头禅》，看逆天杀伤力的美女老板如何不计形象的全力摧残员工。看看你中枪了吗？省内观看沃视界，免收流量费 http://www.3ghn.com.cn/753K4J/JCJ
1,《企业绩效考核、薪酬体系设计与劳动用工风险控制实战班》由著名人力资源专家5月23-25日于清华授课!电话010-82865969【开课通知】
1,江湖上的事情太多，能让人永远记住的事却太少。5月18日，淘宝贷款全线产品75折！嗨金秘籍已惊现江湖，详情请登录518.taobao.com
1,"尊敬的和谐嘉园业主,为了促进邻里关系，提升小区整体品质。促进物业管理水平。欢迎您加入和谐业主QQ群:250327471【和谐嘉园业主群】"
1,老城区、地铁旁、名校区，纯住宅【邦华?翠悦湾】，91-94㎡的小三房，99-106㎡的大三房，116㎡的四房，19000元/平方起，详情请致电：13802518997。【合富置业】
1,三星I9082五寸屏大有可观，双卡双待左右逢源，5月底前办理，更有两年免费打，更多惊喜登 http://xa10010.tmall.com
1,裕华嘉苑准现楼！两室63平、三室123、148平，小高层130、260平，南北通，5700元起！地址：裕华东道7656066、7656077
1,DHC周二秒杀：樱桃果明套装劲爆55折，限量抢购！王牌卸妆油、防晒乳超低价最后24小时！详询官网或4008208820【蝶翠诗】
1,温馨提示，截止5月7日，您当月套餐内流量已使用200.68MB，剩余流量99.32MB。 【购买三星S4、HTC One上 10010.com】
1,【生日祝福】亲爱的天猫达人，生日喽！不要错过我们为你量身定制的生日祝福，立即登录，惊喜就在天猫首页www.tmall.com【天猫】
1,温馨提醒：户名：蔡雪棉，开户行：农行莘塍支行，帐号：6228490330014513112，金额：5万元，祝您生活愉快！
1,成南【双铁站铺王】总价15万起！5年稳收近10万！全.满.租，买就收！全临街，金口岸！全产权，高增值！抢占热线：4000777866【成投】
1,6/16日美国东西海岸夏威夷大瀑布14日，原23800元，现18800元，仅今明两天预订，询33013579或60441413【中国国旅】
1,买三居送一居！第二机场核心区，85-115平瞰景洋房，4号线无缝接驳，首付19万起。致电享万元优惠，免费领水木年华门票4000119225
1,资讯，现办理专用增值票，酒店 ，会议 ，劳务， 广告，建筑工程，设备租凭，办公用品，钢材等普通票。如需请联系：13987628892 吴生
1,惊！高考作文竟有如此秘密，三小时可提十分，6月2日现场揭秘！高考前最后最有效一搏！电话5668388
1,楼上赏湖、楼下戏水！墅区高层，武清品质蓝印！69-87平通透两居，超市幼儿园中小学公交车商业街俱全，巨惠1万抵5万团购进行中82185555
1,"香邑溪谷最后20席绝版11层电梯洋房,年底入住，100-130平通透两居三居，1梯2户赠送露台与庭院3323333"
1,有人富贵有人平凡，想知道你命里有几座金山？想看你今年是否命犯桃花？回21加8位出生日期（如2119810527）生活娱乐为您探知蛇年开运法2
1,今天我司会员在尾盘买入300223北京君正，明天将巨资拉升出货，敬请关注，切勿追高，详情请咨询财富热线：020-29068800【国金投资】
1, 美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgx/DKzwG
1,今日午盘带学员以9.00左右介入【000060中金岭南】明日将炫目拉升，与庄同步共襄盛举！咨询专线：15350277099【赢富投 资】
1,没想到：西安会如此火爆！没想到：代理商来自全国！没想到：西安会已成例会！兰州6月16，新疆6月22火爆依旧13991898082【南洋会展】
1,6222 8015 9369 1017 825 中国建设银行
1,人生三大事，房子车子和铺子！闽南最大室内主题乐园，携手刘谦，打造中国迪士尼。独立街铺88万起【世茂御龙湾】68222222【世茂地产】
1,《企业绩效考核、薪酬体系设计与劳动用工风险控制实战班》由著名人力资源专家5月23-25日于清华授课!电话010-82865969【开课通知】
1,海淀城心，金隅翡丽红街坊！临街金角旺铺，现铺仅供30席！宜商宜住，即买即收益！5层电梯洋房铂爵郡同步发售，4006882570[房讯通]
1,自考专科、本科，多个专业，保证毕业，入学签协议，不过全额退费！国家教育部永久查询，后期补录预报从速。详询13366825516刘老师
1,幸福时光-【会员游戏特权】迅雷游戏特权专区为爱游戏的您提供游戏至尊体验，专享独有礼包，得他人所不能得。询01068083018
1,江苏联通3G晚间随意玩流量包月优惠套餐全新上市，回复1701开通10元包1G省内流量、回复1702开通30元包5G省内流量，晚间时段为每日23点至次日8点。订制立即生效，点击链接也可轻松办理：       http://go.js165.com/i/1/1yB8J42O
1,【天翼推荐】飙泪离场!万人见证贝克汉姆告别战。绿茵场，从此再无小贝！详情挥泪点击  http://126.am/oAT4P2
1,"深益田：代表沪深300指数样本股中规模最大的100只股票，覆盖大部分行业龙头，中证100指数,与蓝筹共起舞。关注大成中证100ETF，基金代码159923风格鲜明的大盘蓝筹ETF，目前仍处于折价。详询82766302，仅供参考。－招商深益田【招商证券】"
1,五一强档萃华黄金328元起!钻石3.9折！翡翠满99元送50元黄金！银饰买一送一黄河路辽宁路交叉口65166335
1,【联通热门应用推荐】疯狂斗地主(赢奖)――网络真人对战斗地主，体验秒杀对方的快感！免费下载:http://wostore.cn/I3IRFn
1,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mgP/YOUIT
1,“流量星人大比拼”活动开始啦！即日起至5月31日，使用流量来赢取流量星人称号，更有机会获得千元话费！还等什么，快来参加！       http://ah.kk3g.net/i/1/WwDq50zF
1,你还在等什么？楼市调控下的投资首选【中欣国际】纯正5A写字楼，200-1600平灵动商务空间，最高优惠60万！省府旁、地铁口85794666
1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动
1,尊敬的客户：车险增*值服务卡网上平台开通啦！汽车配件、酒水食品、电子电器、旅游养生！赶快登陆qianwei.ormita.cn！
1,尊敬的老客户您好，清凉入夏，本店爆款蕾丝高弹超薄九分裤，直降冰点，快乐冰点价仅98元！领取冰袋享优惠，最高满减100、加群享秒杀、加帮派签到送优惠券，好评即可赢大奖！兴依璐服饰旗舰店xingyilu.tmall.com
1,信息时代掌握什么最重要？当然是信息啦！高考前3-5天，预测信息，押题猜题，我们每年让一部分人点“试”成金！87685648状元武昌
1,"到美国生宝宝，给孩子一个世界舞台。美国美之宝月子中心中国预定电话：18801818292,4007205868 林女士 网址：www.us-meizhibao.com【澄海投资】"
1,六.一曲江演出携手莱安集团邀您共享亲子时光：中国杂技团＂金小丑＂奖杂技剧《金小丑的梦》6月1日2日曲江国际会议中心，抢票热线81545309
1,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mha/PkyQm
1,【城发康和新城】惊爆价仅5350元/平起！8批次开盘急速劲销！近鲁东大学86-135平国企品质小高层，部分臻品6月交付6527777
1,"公司今天带学员买入300223北京君正,明天冲高出货,请重点关注!如需操作请来电咨询:020-29182180杨成老师(容维创富)"
1,邓总您还在花大量费用和时间开会吗？E聚网络视频会议能帮您省钱省力的开会和培训，节省百万会务费和差旅时间！客服18938945482【易聚网】
1,千金买宅，万金买邻，300余位业主的睿智选择，天基-云蒙庄园90-120平户`型限`量发`售，询：7777716/7777719【天基】
1,??【快的打车】当下最火爆的打车神器来西安啦！打不到车 ？神器在手，不怕不怕啦??????一键约车，随叫随到！??成功打车后分享至微博就有10元话费！??免费下载??让我为您服务吧???http://wdl.so/BeiVfybq
1,想知道他人的通 话和短\信吗?只要提\供他的号码就可听到他通 话和邮件.询:15928805812何总
1, 探秘中国唯一核武器生产单位[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mf4/SXqv7
1,26-28日康佳彩电提前放价，挑战五一最低价！55寸智能超薄3D直降2000，58寸LED仅5399南山康佳集团正门26606073【康佳】
1,还在担心骚扰电话，隐私泄漏么？让“360手机安全卫士”为你保驾护航吧，一键式安全扫描，手机加速，为您带来全方位隐私保护，让手机卸掉重担，运转如飞！亲，联通用户免流量费下载哟！下载地址：       http://hao.hb165.com/i/1/4HaAgq9k
1,160万买350㎡临江花园、双车库真别墅，另送15万智能礼。超豪华实景样板房全面公开，来访品鉴送699元礼6838399【绿地集团】
1,眼见最踏实！20余万抢开业旺铺，年稳收2万多！当“北改”市场房东！双证齐！省市区重点★询4000839739【佳飞国际建材家居市场】
1,2000元抢占建业华宅！5月22日【建业十八城】二期88-176平建业会员招募启动，入会即享钜惠另享日增值200元2678888【信息服务】
1,购游戏包送大礼，iPad3、天翼话费周周奖、月月送，等你来拿！http://game.189.cn/hd/yxbslj?PUSHID=4256070135&P=18985602807
1,重大新闻：30万起抢西2.5环小商铺！【龙湖金楠天街】33平米空中商铺，70-200临街商铺，开盘在即！02882006667
1,惊爆！惊爆！惊爆价！长虹51寸新款3D电视不到3000元，惊天钜惠！不管您信不信，反正我信了。本周六周日，详询7338178【舞阳鸿昌电器】
1,新华快讯：浙江省高级人民法院今对张辉、张高平叔侄冤案作出国家赔偿决定，支付每人国家赔偿金110.57万元。详见 www.xhqm.cn
1,现有深圳广告，运输，贸易，建筑等公司真发票。网络联网税局开票，杜绝假票可凭发票网上或者税局当面验证。需要请联系：13689558655蓝先生
1,【联通热门应用推荐】疯狂斗地主(赢奖)――网络真人对战斗地主，体验秒杀对方的快感！免费下载:http://wostore.cn/I3IRFn
1,一墅倾心，【嘉凯城时代城】230-320平稀缺城市山湖别墅，依虎山临公园，实景现房稀世臻藏，买别墅看过时代城再做决定68698608【元讯】
1,想体验拉斯维加斯风情吗？来洋湖垸最成熟社区利海【米兰春天】，啤酒随意喝、纸牌随意玩。并推出10席珍藏一口价单位，玩乐热线：88230888
1,天翼桌面！话费、流量实时显示，邮件、通讯录永久备份，帮您解决手机小状况造成的大麻烦，最贴心实用的手机管家，下载地址：http://180.3gbc.cn/?a=138727
1,意生下午盘中布局300223北京君正，明天开盘拉高5个点以上，请重点关注。如有盘中合力拉高者请来电07523106687陈老师【意生公司】
1,信任源于专业！朗易酩庄葡萄酒由法国酿酒师张言志及杜德院长亲自挑选，原装进口假一赔万，来店有惊喜4000404488望京六佰本【朗易酩庄】
1,"公司今天带学员买入300223北京君正,明天冲高出货,请重点关注!如需操作请来电咨询:020-29182180杨成老师(容维创富)"
1,周二带会员建仓北京君正300223，周三将高开４％以上出仓，详情请登入www.634566.com會員号555密碼666【上海荣正投资】
1,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mh2/vagJe
1,还在担心骚扰电话，隐私泄漏么？让“360手机安全卫士”为你保驾护航吧，一键式安全扫描，手机加速，为您带来全方位隐私保护，让手机卸掉重担，运转如飞！亲，联通用户免流量费下载哟！下载地址：       http://hao.hb165.com/i/1/f5wdiJzx
1,您好！我公司有河南省税票可以代开；有普通票和增值票；合作热线：13530009896。联系人：陈先生。
1,有人富贵有人平凡，想知道你命里有几座金山？想看你今年是否命犯桃花？回21加8位出生日期（如2119810527）生活娱乐为您探知蛇年开运法2
1,尊敬的客户：欢迎参加2季度手机上网优惠活动，4-6月每月手机上网流量比上月多5M以上（含5M）且满足语音消费≥5元，次月可获赠5元话费；当月比上月多5M以上的流量均为3G流量，可叠加获赠5元话费；每月符合条件可每月获赠，最高15元。更可参加G3手机抽奖！套餐流量查询方式：拨打1008612或发送CXLL到10086查询。中国移动
1,渠道为王，关注照明产业链终端，阿拉丁中国照明经销市场峰会6月9日13时广州琶洲展馆B区2号会议室举行。询:15800012552【光亚网络】
1,今天早盘带学员以15元左右买入《300223北京君正》明天有望大涨，请关注 勿追买！金股热线：400-6289775现代投资【国富咨询】
1,党店升达商场农历4月14日联合各厂家举行抢购会冰箱799，洗衣机599，格力空调2499，电动车1499，欢迎抢购6846318【上蔡SC】
1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动
1,订机票、订酒店，出行送惊喜，即日起至9月30日，拨打114/116114订机票、订酒店，精彩活动等你享，更有特价机票2折起，特价酒店任你抢.
1,美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgM/QNf3J
1,【华润中心超资产集群全速崛起】亚洲商务巨擘，世界500强中国御用驻地—华润大厦写字楼群即将荣耀面市，VIP登记中68668866【重庆置业】
1,专家呼吁增设春夏小长假[新浪]-中国移动冲浪助手:http://go.10086.cn/nd/mey/7tgWV
1,"火爆炫铃炫不停:<你的爱太嚣张><卜卦><偷心的小子><蜡笔没了小新>等精彩炫铃不容错过,拨打1015788(0.4元/分)开通订制吧!"
1,网友总结公交车易走光的5个座位[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mc1/7q2As
1,回复3订购《酷IN音乐盒》，次月不退定即得100MB流量，还可抢兑话费，1元起换！兑换点击：http://wap.118100.cn/ca/3569。同时订购其他活动铃音盒获赠流量不累积，流量仅赠送一次。（5元/月）
1,川福汉森宫韩国烧烤自助火锅城试营业，特价38元/位畅吃烧烤火锅，29元/位畅吃火锅，150个菜品任选，询85010049[新华中路川福火锅]
1,深圳东步行街产权铺！8万/间带1500元/月租约！有高额顶收费！门槛低，出证快，可短炒，可传承！详见深特A2版0752-3397772
1,【手机软件推荐：天下趣闻】一只绵羊跳下悬崖身亡，1500只绵羊随后从同一处悬崖跳下。这是2013年3月发生在土耳其东部城市盖瓦什的一件新鲜事，想知道为什么吗？天下趣闻为你展示出乎意料的世界！点击下载 http://139url.cn/98r6hc
1,特卖！雀巢咖啡原味48条29.9；鸽子蛋12枚69，买一送一；养生堂维生素E69元，维生素C59；www.fuwa.com【福蛙食品】
1,联通“沃音乐乐翻天”上线啦！电话里就能畅玩“听歌曲猜歌名、我爱记歌词”等精彩游戏。五元包月回复任意即可加入，拨1015559抢鲜体验！
1,【中考最后一搏，每科至少多10分！】毕业班王牌老师任教，560个常考易错点解析，直击“必考题”，稳上重点高中！中考专线：68665005
1,"本机构今日带客户15.67元买进300223北京君正,明天将巨资拉 升,切勿追高.详情请电合作电话：020－29068887【国金投资】"
1,"我司今日布局（300223北京君正），明强势拉升敬请关注勿追高,如需提前布局快进快出请电:400-002-0867[银达基金]"
1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动
1,现在买11选5中奖额外送彩金，单注最高奖金580元，别错过！ http://518.qq.com/p?105
1,点击链接，即可激活您的淘宝账号，完成注册 http://u.m.taobao.com/r/8jjwrjsnj31.htm【淘宝网】
1,"早上好！需要代⊥资*金吗？我们助您马上获得资*金，（利、息）低，1当日可放，联系：(1一3756一1一32795)把""一""去掉"
1,DHC周二秒杀：白金化妆水75折，同享3档满额赠（赠品最高价值427元），限当日！详询官网或4008208820【DHC】
1,日照华润中心·凯旋门二期升级新品精研90-210平米舒适空间，全城敬献。创意样板间、工艺工法及材料部品展示即将绽放，诚邀品鉴0633-8728888【华润置地】
1,不要等到失去才追悔莫及！500强旗舰商家强势入驻，【金都汇】再造财富传奇！20万拿下崇州市中心旺铺，你绝对值得拥有！询82395656
1,??站在家里，海是美景    站在海里，家是美景????戴河首岭??距离京城最近的海景公寓，??精装赠家具家电，2000米私属海滩??，8万亩有氧森林??，18洞高尔夫球场?，5星级温泉度假酒店????预约免费体验高尔夫更多优惠活动请详询?4000905666
1,别等啦！洋湖垸最具性价比之王，【金鼎公园尚】78—139㎡实景准现房4380元/平起引爆全城，清水体验式样板房5月与您相约！88853555
1,"贺世茂地产一季度销售全国第八!5重大礼大回馈,此刻购房最优惠!世茂五里河150平准现,66平精 装酒店公寓,错过不再31886666【联盛】"
1,温馨提示，您本月优惠套餐内总流量已使用282.8M，还剩余2789.2M，不要白白浪费哦！月底了，到爱游戏选两个好游戏吧！http://wapgame.189.cn
1,与亲友欢聚，让北城人回家！中冶蓝城97平浪漫婚房，140平团圆三代居，享地铁、幼儿园、欧亚超市，金秋九月，全景入住88941111
1,万科品牌钜惠季，中国式幸福两房，惊爆开盘价-94折限惠10天！约76-79平装修两房，高得房、好物业、交房早6455111
1,仓里有粮，心中不慌，期末考试在即，师大教育一对一在职教师帮学生梳理知识，教授方法，扫除马虎，顺利成为优等生51291883【学之宝】
1,尊敬的郭坤坤， 您的现金贷服务仍然有效。您可获3-6千元现金满足消费需求。恭候您光临捷信柜台办理！贵宾专线4006381070-捷信
1,尊敬的苏宁会员：在节能补贴结束之际，诚邀您参加21日康佳彩电33周年生日夜宴，50吋3DLED最后补贴价3999!询:13926412596
1,251平高新洋房、纯跃层设计、现房发售、实景呈现、户户花园、仅7800元起，15229397492
1,感谢您对12345热线的支持！您可以访问http://www.gn12345.com查询您诉求的办理情况，你的查询密码是6247569。[12345热线]
1,成熟运营中商铺，全上海增值最快商铺，层高5米买50㎡用100㎡88万/套起， 眼见为实，现房销售抢铺电话37195999【上海多元工贸城】
1,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mgP/UrCDL
1,(2/2)5:30，地点：长兴路188号（近永兴路），详情请联系理财经理朱永丽 13801610272。【浦发银行长宁支行】
1,华夏学员午盘今日建仓【300223北京君正】明日盘中必将拉高5以上，可验证！加盟不怕没钱赚；预约内线：020-61059778【华夏基金】
1,为了提高宝宝触觉敏感、增强免疫力促进睡眠.5月30日前致电亲亲袋鼠深圳星河中心将获得0-2岁触觉按摩球一个。电话88839606[亲亲袋鼠]
1,移动微博调查:你最喜欢哪个话题？A黄金价格走势，B戛纳电影节，C毕业季，回复参与抽奖，礼品详情http://139url.cn/9jef6g
1,"今天带学员入(300223北京君正)明日拉绝对精彩,关注勿追!合作双赢才是硬道理!预约明日午盘布入内线0752-8467966【东方投资】"
1,【3G应用小贴士】超级豆神马的不需要，有木有！黄金、NewPad等大奖，要不要！！参加“江苏电信 翼起来掼蛋”争霸赛成绩不理想？现在练手还来得及！【掼蛋】免费参加下载地址：http://202.102.41.22/ds.jsp?ms=b10009383b10001765a100656
1,今天起可领取最新襄阳五中压轴卷、黄冈中学原创卷、华师一临门一脚等高考模卷。数量有限！高考点睛班——考前再提高80分没问题87685648状元
1,啊？认筹最高优惠20万？【卓越西海岸】中心央墅、90-154平瞰海华宅，性价比超高的经典住宅，把握最佳入住城心机会87128888
1,校园限时抢购：中兴U880F-4寸双核双摄像头大屏的移动G3手机特价抢购！399元大屏手机＋送移动电源＋面条耳机＋精品风扇＋80元流量等四重大礼.仅限100台预定客户办理，抢购地点:动感地带营业厅！13903911878--来自：刘佳经理
1,购房赢欧洲浪漫之旅！【银鹭万树城】3818元/平起抢89-115平景观准现房！31#瞰景雅居火爆热销中6808555【银鹭】
1,最新省钱资费推荐：区内加拨10156332打全国电话1毛5每分钟全包了，没有漫游费和长途费，用着更省钱！询免费专线101575710010
1,嫌去澳门太麻烦，免费注册就能玩，澳门官方现金网御匾会娱乐城http://ybh5678.com注册开户即送现金268元，敬请收藏，相互告知！
1,2013海外房产、移民游学展，美加欧港澳房产移民大牌云集、美国夏令营内招。十万美金豪礼！18日广州珠江新城丽思卡尔顿2层38392083侨外
1,"【高二/预学高考课程】南外/金陵名师授课，精讲语数外各科新课重难知识点，课下答疑巩固,扎实基础提前备考高三！询68665005"
1,中华园旁紫荆铺！城南富人区！区域租金600元每平！总价100-150万20-60平限时排号85310899/85343543【紫荆美熙广场】
1,5.17电信优惠来袭！5月17日至31日购iPhone5、iPhone4S、三星Note2，选69元套餐两年不用交话费。详询5909854
1, 美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgp/16rvmO
1, 美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgp/16aa8P
1,全城瞩目！买房送首 付！金光道海德公园，博物馆级英式园林，70-160平公馆+洋 房，排卡火 热进行中，希尔顿酒店接待中心6077777
1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动
1,缤纷5月，东南三菱惊喜大放送！5月21-31日，购东南V3菱悦、V5菱致、V6菱仕均送苹果手机一部！另有更多惊喜等您来拿6363030【H】
1, 女网友微博寻“背影哥”引热议[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mbp/jqaVi
1, 美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgp/12a2MW
1, 美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgp/178tt8
1,美媒曝光中国地下空军:不可战胜[搜狐]-中国移动冲浪助手:http://go.10086.cn/nd/mgD/hYJD1
1,5+1=6套特价房，超低首付+节日优惠=惊喜让你想不到！恒大绿洲85-158经典户型，送1500/㎡精装，抢房热线：84519333[恒大]
1,"""核心价值、财富地位""，首选嵩明【龙源花园-街墅】！投资、居住好选择，绝版现楼优价欢迎您莅临品鉴！详询：67928045【迅达】"
1,中信经开支行今日推出稳健理财，预计年收益273天/5.1，455天/6.0。额度有限、欲购从速。详询13989467834/87368693熊经理。如需取消此类邮件，请回复“QX”。【中信银行】
1,辉煌14载，你旅游我买单，全新理念、全球中级车凌派预订会火热进行中，更多礼遇尽在广汽本田中山本腾店，销售热线：88262770【广本店】
1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动
1,纸袋碰腿北京2孕妇地铁内互殴[人民]-中国移动冲浪助手:http://go.10086.cn/nd/mgP/YXY1b
1, 女护士乘电梯被夹死事故原因查明[腾讯]-中国移动冲浪助手:http://go.10086.cn/nd/md8/jqaVi
1,汉纳国际欢乐谷演艺中心带您重温20年前的经典歌曲！电视剧《白娘子传奇》主题曲原唱者高胜美友情加盟《汉纳徐州之夜》！仅需310元享原价488元汉纳国际欢乐谷演艺中心“每月一星高胜美”演出门票一张！请登录http://tuan.12580777.com抢购！【12580商户联盟】
1,编辑L#发送至106909994，可获欧莱雅50元礼券一张享受折上折！今日宝洁、联合利华40洗护品牌99减30【乐蜂网】【Q卡】
1,"中国权威媒体CCTV央视网战略合作品牌，古埃及艳后丰胸神秘配方：0投入、0风险、先铺货、驻店培训、包销业绩、后结款，财富热线：400-0404-998，020-81659298,美容院首选高端品牌【圣卡特琳健康美胸专家】WWW.SKTL360.COM"
1,购游戏包送大礼，iPad3、天翼话费周周奖、月月送，等你来拿！http://game.189.cn/hd/yxbslj?PUSHID=4256070135&P=18957140362
1,【联通热门应用推荐】疯狂斗地主(赢奖)――网络真人对战斗地主，体验秒杀对方的快感！免费下载:http://wostore.cn/I3IRFn
1,亲爱的，你在哪？ 红河谷臻品多层洋 房，错过再无！ 退台 洋 房 送地下室、花 园、露台，网球免`费打。询电：66822666。
1,您是电信老用户，特赠您一首免费彩铃：天亮了（韩红），请拨1183118按3键领取（免费限今日）
1,有人富贵有人平凡，想知道你命里有几座金山？想看你今年是否命犯桃花？回21加8位出生日期（如2119810527）生活娱乐为您探知蛇年开运法2
1,【联通热门应用推荐】疯狂斗地主(赢奖)――网络真人对战斗地主，体验秒杀对方的快感！免费下载:http://wostore.cn/I3IRFn
1,行新一贷无担保个人代一款，信用为凭3；是工新族和私/营业主、个体工/商户的贷/款首选。跨度五到二百万，联系:(136566一90522)夏总
1,瑞得通讯吴峰:安卓智能	酷派7011*2457260*325黑7260*380白8085*5007020*2507295*885新8020+*2157268*7007235*440联想765*720A66*285a800*515A789*495A590*775新A278*260黑a278*275白a298T*355a820*750a390*360a530*435a1000*760新a3000*1190新华为g520*840g510*660y210*315y300*510中兴880fi*385U930HD*810817*410u807*370956*650新太和电子城五楼d区71号153505614890311-85207525
1,一電通賬號01065480款項$10到期日:已到期查閱及列印賬單https://vcsc.onetel.com.hk繳費方法http://www.onetel.com.hk/zh/payment.php繳費靈商號9105
1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动
1,今进明出：今午盘公司带会员成功注入（300223北京君正），明日拉高5以上，敬请关注勿追！咨询专线：0752-8475380【恒胜投资】
1,还在担心骚扰电话，隐私泄漏么？让“360手机安全卫士”为你保驾护航吧，一键式安全扫描，手机加速，为您带来全方位隐私保护，让手机卸掉重担，运转如飞！亲，联通用户免流量费下载哟！下载地址：       http://hao.hb165.com/i/1/2ibTL0yA
1,秒杀好莱坞大片的印度科幻影效，场面创意出人意料http://180.3gbc.cn/?a=139241
1,丽江酒吧摆千万“艳遇佛”引游客疯狂膜拜，网友争议炸开锅http://180.3gbc.cn/?a=139341
1,"客户名称】新品上新秒杀""凯斯""双层领夏季短袖5折秒杀火热抢购中.....请赶紧抢购！早买早便宜。【ausco.tmall.com】"
1,沪深A股双向交易平台可买涨、买跌当天随时买进卖出，获利提速，资金杠杆100倍，入金即送8！详情登入700999.com查看
1,你好、低价卡宴，揽胜，BMW，奥迪，奔驰，皇冠，帕萨特，cc，途观，迈腾，凯迪拉克，君越等2-22W，如需请联系15876492200王
1,兴业理财本周推荐：100万起，一年6.3（24日推），一年/7（预约），需钻石卡购买。另有多款短中期理财，如有需求详询：林经理13616666383 瓯江路海港大厦一楼（安澜车渡对面）。【兴业银行】
1,特价：现房首 付15万拎包入住，77平-144平，国企力作、精典房型。赠露台、花厅，班车到地 铁！抢到即赚4006909406
1,"海航20年,感谢有你：即日起预订5月21日-6月20日海航福州=南京航线单程机票回馈最低至300元,详询www.hnair.com【海航】"
1,五一小长假快乐出行，手机导航让您一路轻松。中国移动手机导航，比车载导航更方便，独有“一键通”人工助理，想去哪打个电话搞定，实时路况查询、电子眼提醒应有尽有，点击 http://139url.cn/93967w 即可开启手机导航之旅！
1,小姐：我无得罪你哇，要用这样的语气，
1,"投·资优质项目能源,地产，农业，矿山等，额度高手续简便,到位快，有无抵·押,担·保均可,无前期费用。详电400-080-8899【中租金融】"
1,网友神解“致青春”火爆原因-图[凤凰]-中国移动冲浪助手:http://go.10086.cn/nd/lHW/JNvhQ
1,【天上掉下个Iphone5！】通信助手的众亲们，回对应数字设置优先接收的回执精品资讯：2、健康；4体育；6娱乐。成功设置可参与次月Iphone5和1000元话费抽奖。您还可登录 http://v1x.cn/V2X 设置，访问产生的流量费按标准收费。中国移动
1,杭州无线城市老用户您好！杭州移动特赠送你超值大礼包一份！点击领取 http://wap.zjicity.com/wxcs/4vTdim
1,【拉菲1987】79-120平中庭法式景观豪宅新品4230元起全城发售，踞北城中央，尊电梯直接入户，享全中庭大间距，别无他处88807000
1,有人富贵有人平凡，想知道你命里有几座金山？想看你今年是否命犯桃花？回21加8位出生日期（如2119810527）生活娱乐为您探知蛇年开运法2
